Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,8,June 18 - June 23,2020-06-18,2020-06-23,41.0,38.1,44.0,38.1 - 44.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,8,June 18 - June 23,2020-06-18,2020-06-23,37.3,32.0,42.9,32.0 - 42.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.2,40.8,43.6,40.8 - 43.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.6,47.4,49.8,47.4 - 49.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.8,44.6,49.0,44.6 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,8,June 18 - June 23,2020-06-18,2020-06-23,45.5,44.3,46.6,44.3 - 46.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,8,June 18 - June 23,2020-06-18,2020-06-23,43.8,41.6,45.9,41.6 - 45.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,8,June 18 - June 23,2020-06-18,2020-06-23,40.4,37.2,43.8,37.2 - 43.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,8,June 18 - June 23,2020-06-18,2020-06-23,51.9,48.0,55.8,48.0 - 55.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.8,39.2,46.5,39.2 - 46.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,8,June 18 - June 23,2020-06-18,2020-06-23,41.9,40.0,43.9,40.0 - 43.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.8,47.5,50.0,47.5 - 50.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.4,45.2,47.5,45.2 - 47.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.6,37.2,48.1,37.2 - 48.1,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,8,June 18 - June 23,2020-06-18,2020-06-23,50.4,45.8,55.0,45.8 - 55.0,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,8,June 18 - June 23,2020-06-18,2020-06-23,43.4,39.8,47.0,39.8 - 47.0,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,8,June 18 - June 23,2020-06-18,2020-06-23,43.0,37.8,48.3,37.8 - 48.3,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,8,June 18 - June 23,2020-06-18,2020-06-23,49.2,45.9,52.6,45.9 - 52.6,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,8,June 18 - June 23,2020-06-18,2020-06-23,45.6,41.1,50.1,41.1 - 50.1,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,8,June 18 - June 23,2020-06-18,2020-06-23,44.7,39.2,50.3,39.2 - 50.3,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,8,June 18 - June 23,2020-06-18,2020-06-23,44.6,39.6,49.7,39.6 - 49.7,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,8,June 18 - June 23,2020-06-18,2020-06-23,51.2,45.0,57.3,45.0 - 57.3,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.8,43.6,50.1,43.6 - 50.1,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.7,39.2,46.3,39.2 - 46.3,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,8,June 18 - June 23,2020-06-18,2020-06-23,38.6,34.3,43.1,34.3 - 43.1,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,8,June 18 - June 23,2020-06-18,2020-06-23,40.2,35.0,45.6,35.0 - 45.6,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.2,41.5,51.0,41.5 - 51.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.2,42.6,53.9,42.6 - 53.9,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.7,37.4,48.0,37.4 - 48.0,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,8,June 18 - June 23,2020-06-18,2020-06-23,43.9,38.7,49.3,38.7 - 49.3,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,8,June 18 - June 23,2020-06-18,2020-06-23,41.6,36.7,46.7,36.7 - 46.7,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.0,41.9,54.0,41.9 - 54.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.0,36.9,47.2,36.9 - 47.2,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,8,June 18 - June 23,2020-06-18,2020-06-23,45.5,40.7,50.4,40.7 - 50.4,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,8,June 18 - June 23,2020-06-18,2020-06-23,45.2,41.3,49.0,41.3 - 49.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.2,41.6,50.8,41.6 - 50.8,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.0,36.8,47.2,36.8 - 47.2,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.8,42.4,55.2,42.4 - 55.2,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.4,38.0,46.8,38.0 - 46.8,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.7,37.8,47.8,37.8 - 47.8,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,8,June 18 - June 23,2020-06-18,2020-06-23,39.5,33.9,45.4,33.9 - 45.4,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,8,June 18 - June 23,2020-06-18,2020-06-23,44.1,39.2,49.1,39.2 - 49.1,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.8,43.4,54.2,43.4 - 54.2,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,8,June 18 - June 23,2020-06-18,2020-06-23,49.1,44.3,53.9,44.3 - 53.9,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,8,June 18 - June 23,2020-06-18,2020-06-23,51.8,46.4,57.2,46.4 - 57.2,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,8,June 18 - June 23,2020-06-18,2020-06-23,47.8,43.6,52.0,43.6 - 52.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,8,June 18 - June 23,2020-06-18,2020-06-23,41.4,36.4,46.4,36.4 - 46.4,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,8,June 18 - June 23,2020-06-18,2020-06-23,45.7,39.0,52.4,39.0 - 52.4,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,8,June 18 - June 23,2020-06-18,2020-06-23,41.9,37.4,46.5,37.4 - 46.5,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.4,41.4,51.4,41.4 - 51.4,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.3,43.3,53.4,43.3 - 53.4,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.1,43.2,53.0,43.2 - 53.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,8,June 18 - June 23,2020-06-18,2020-06-23,36.7,31.2,42.4,31.2 - 42.4,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,8,June 18 - June 23,2020-06-18,2020-06-23,34.5,28.8,40.7,28.8 - 40.7,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,8,June 18 - June 23,2020-06-18,2020-06-23,38.0,33.1,43.1,33.1 - 43.1,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,8,June 18 - June 23,2020-06-18,2020-06-23,39.2,34.5,44.0,34.5 - 44.0,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,8,June 18 - June 23,2020-06-18,2020-06-23,43.4,40.4,46.4,40.4 - 46.4,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,8,June 18 - June 23,2020-06-18,2020-06-23,42.3,38.4,46.3,38.4 - 46.3,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,8,June 18 - June 23,2020-06-18,2020-06-23,49.0,43.1,54.8,43.1 - 54.8,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,8,June 18 - June 23,2020-06-18,2020-06-23,48.7,42.6,54.8,42.6 - 54.8,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,8,June 18 - June 23,2020-06-18,2020-06-23,51.4,46.8,56.0,46.8 - 56.0,48.2-51.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,8,June 18 - June 23,2020-06-18,2020-06-23,43.0,37.6,48.5,37.6 - 48.5,42.1-44.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,8,June 18 - June 23,2020-06-18,2020-06-23,46.5,41.1,52.0,41.1 - 52.0,44.7-48.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,8,June 18 - June 23,2020-06-18,2020-06-23,37.8,31.9,44.0,31.9 - 44.0,34.5-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.7,45.0,46.4,45.0 - 46.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,42.2,40.0,44.4,40.0 - 44.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.1,45.3,48.9,45.3 - 48.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.7,47.0,50.5,47.0 - 50.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.4,47.7,51.0,47.7 - 51.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.5,43.8,47.3,43.8 - 47.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,9,June 25 - June 30,2020-06-25,2020-06-30,40.8,38.4,43.2,38.4 - 43.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,9,June 25 - June 30,2020-06-25,2020-06-30,34.6,29.1,40.4,29.1 - 40.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,1,9,June 25 - June 30,2020-06-25,2020-06-30,41.9,40.9,43.0,40.9 - 43.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.2,48.2,50.1,48.2 - 50.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.4,42.1,46.8,42.1 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,9,June 25 - June 30,2020-06-25,2020-06-30,45.9,45.1,46.8,45.1 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,9,June 25 - June 30,2020-06-25,2020-06-30,44.2,41.4,47.0,41.4 - 47.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,9,June 25 - June 30,2020-06-25,2020-06-30,40.9,37.3,44.5,37.3 - 44.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,9,June 25 - June 30,2020-06-25,2020-06-30,56.6,53.2,60.0,53.2 - 60.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.8,42.1,49.6,42.1 - 49.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,9,June 25 - June 30,2020-06-25,2020-06-30,42.2,40.5,43.9,40.5 - 43.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.8,46.5,49.1,46.5 - 49.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,9,June 25 - June 30,2020-06-25,2020-06-30,46.8,45.9,47.7,45.9 - 47.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.5,39.9,49.2,39.9 - 49.2,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.4,43.9,52.9,43.9 - 52.9,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,9,June 25 - June 30,2020-06-25,2020-06-30,50.6,46.6,54.5,46.6 - 54.5,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.8,43.3,54.3,43.3 - 54.3,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,9,June 25 - June 30,2020-06-25,2020-06-30,46.3,43.5,49.1,43.5 - 49.1,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.5,42.2,52.9,42.2 - 52.9,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.0,39.9,48.2,39.9 - 48.2,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.4,42.4,54.5,42.4 - 54.5,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,9,June 25 - June 30,2020-06-25,2020-06-30,43.4,37.7,49.3,37.7 - 49.3,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.4,41.7,49.2,41.7 - 49.2,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,9,June 25 - June 30,2020-06-25,2020-06-30,46.5,41.8,51.3,41.8 - 51.3,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,9,June 25 - June 30,2020-06-25,2020-06-30,43.5,37.1,50.1,37.1 - 50.1,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,9,June 25 - June 30,2020-06-25,2020-06-30,39.9,35.7,44.3,35.7 - 44.3,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.9,45.0,54.8,45.0 - 54.8,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,9,June 25 - June 30,2020-06-25,2020-06-30,46.3,41.0,51.6,41.0 - 51.6,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,9,June 25 - June 30,2020-06-25,2020-06-30,38.5,33.9,43.3,33.9 - 43.3,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,9,June 25 - June 30,2020-06-25,2020-06-30,40.2,35.4,45.1,35.4 - 45.1,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.4,41.5,53.3,41.5 - 53.3,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.2,40.3,50.1,40.3 - 50.1,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.5,43.6,55.5,43.6 - 55.5,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.6,39.9,49.3,39.9 - 49.3,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.1,40.1,48.2,40.1 - 48.2,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.9,44.6,53.2,44.6 - 53.2,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.6,43.0,54.2,43.0 - 54.2,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,9,June 25 - June 30,2020-06-25,2020-06-30,51.6,45.3,57.8,45.3 - 57.8,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.3,41.6,49.1,41.6 - 49.1,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,9,June 25 - June 30,2020-06-25,2020-06-30,38.2,33.4,43.3,33.4 - 43.3,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,9,June 25 - June 30,2020-06-25,2020-06-30,40.3,36.0,44.7,36.0 - 44.7,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.1,43.6,54.6,43.6 - 54.6,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.9,40.7,51.2,40.7 - 51.2,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,9,June 25 - June 30,2020-06-25,2020-06-30,51.9,46.8,56.9,46.8 - 56.9,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,9,June 25 - June 30,2020-06-25,2020-06-30,53.7,49.1,58.3,49.1 - 58.3,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.8,40.6,49.1,40.6 - 49.1,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,9,June 25 - June 30,2020-06-25,2020-06-30,40.9,36.5,45.4,36.5 - 45.4,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,9,June 25 - June 30,2020-06-25,2020-06-30,38.6,32.6,44.8,32.6 - 44.8,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,9,June 25 - June 30,2020-06-25,2020-06-30,43.8,40.4,47.3,40.4 - 47.3,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.4,39.7,51.2,39.7 - 51.2,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,9,June 25 - June 30,2020-06-25,2020-06-30,46.3,41.7,51.0,41.7 - 51.0,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.6,39.9,49.3,39.9 - 49.3,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,9,June 25 - June 30,2020-06-25,2020-06-30,39.8,34.9,44.9,34.9 - 44.9,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.0,41.8,52.3,41.8 - 52.3,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,9,June 25 - June 30,2020-06-25,2020-06-30,38.8,32.6,45.3,32.6 - 45.3,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,9,June 25 - June 30,2020-06-25,2020-06-30,45.9,39.4,52.5,39.4 - 52.5,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,9,June 25 - June 30,2020-06-25,2020-06-30,42.5,38.7,46.4,38.7 - 46.4,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,9,June 25 - June 30,2020-06-25,2020-06-30,43.2,39.1,47.4,39.1 - 47.4,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,9,June 25 - June 30,2020-06-25,2020-06-30,47.1,40.1,54.2,40.1 - 54.2,45.5-48.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,9,June 25 - June 30,2020-06-25,2020-06-30,42.3,38.4,46.3,38.4 - 46.3,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,9,June 25 - June 30,2020-06-25,2020-06-30,49.9,46.0,53.7,46.0 - 53.7,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,9,June 25 - June 30,2020-06-25,2020-06-30,48.7,42.5,55.0,42.5 - 55.0,48.5-53.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,9,June 25 - June 30,2020-06-25,2020-06-30,44.2,38.7,49.7,38.7 - 49.7,43.3-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,9,June 25 - June 30,2020-06-25,2020-06-30,37.1,31.1,43.4,31.1 - 43.4,37.1-43.2
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,10,July 2 - July 7,2020-07-02,2020-07-07,44.5,43.6,45.3,43.6 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,39.3,37.0,41.6,37.0 - 41.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,47.3,45.6,49.1,45.6 - 49.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,47.5,45.8,49.2,45.8 - 49.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,47.6,45.5,49.8,45.5 - 49.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,44.7,42.6,46.7,42.6 - 46.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,10,July 2 - July 7,2020-07-02,2020-07-07,38.7,35.8,41.6,35.8 - 41.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,10,July 2 - July 7,2020-07-02,2020-07-07,37.2,31.5,43.1,31.5 - 43.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,1,10,July 2 - July 7,2020-07-02,2020-07-07,40.2,39.1,41.3,39.1 - 41.3,
